,Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
235,Delavec v proizvodnji m/ž,/,"Kandrše, Litija",Strip's d.o.o.,https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-515381,"Pričakujemo: natančnost pri delu, znanje spajkanja je prednost. Prednost bodo imeli kandidati z delovnimi izkušnjami.",3.2.2021,Zasavska,mojedelo.com
236,Diplomirana medicinska sestra / diplomirani zdravstvenik - vodja tima,28.02.2021,Grosuplje,ZAVOD SV. TEREZIJE ZAVOD ZA SOCIALNO VARSTVENO DELO,https://www.deloglasnik.si/Zaposlitev/280070/Diplomirana-medicinska-sestra-diplomirani-zdravstvenik-vodja-tima/,  - izvajanje najzahtevnejših medicinsko tehničnih posegov - samostojno ukrepanje v kritičnih situacijah v okviru pooblastil - nadzor nad izvajanjem zdravstvene nege - vodenje evidenc - sodelovanje s strokovnimi delavci in službami - sodelovanje z...,18.02.2021,Osrednjeslovenska,deloglasnik.si
237,ZDRAVNIK SPECIALIST - M/Ž,19. 02. 2021,PTUJ,ZDRAVSTVENI DOM PTUJ,https://www.iskanjedela.si/search-jobs?jobId=2651426&RECENCY=3DAYSAGO&STATE=Podravska,DELA IN NALOGE ZDRAVNIKA SPECIALISTA DRUŽINSKE MEDICINE NA PROJEKTU OBSTOJEČIH MREŽ TER VSTOPA NOVIH IZVAJALCEV ZA NUDENJE SKUPNOSTNIH STORITEV IN PROGRAMOV ZA STAREJŠE ,04.02.2021,Podravska,iskanjedela.si
238,Posluževalec stroja (m/ž),/,Ljubljana,LTH Castings d.o.o.,https://www.mojedelo.com/posluzevalec-stroja-mz/d-516912,"Od kandidatov pričakujemo: ustrezno izobrazbo: III., IV., ali V. stopnja, pripravljenost za delo v izmenah (tri ali štiri izmene), kandidati z izkušnjami z delom v proizvodnji imajo prednost,...",18.02.2021,Osrednjeslovenska,mojedelo.com
239,TEHNIK ZDRAVSTVENE NEGE - M/Ž,02. 02. 2021,NOVO MESTO,"PENZION SREČA VAROVANJE STAREJŠIH OSEB, GOSTINSTVO IN TURIZEM D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2647130&STATE=Jugovzhodna%20Slovenija,izvajanje del zdravstvenega tehnika uporabnikom v domu starejših občanov ,21.01.2021,Jugovzhodna Slovenija,iskanjedela.si
240,Prevzemnik blaga (m/ž),28.02.2021,Krško,Spar Slovenija d.o.o.,https://www.deloglasnik.si/Zaposlitev/280010/Prevzemnik-blaga-mz/,  Za delo v trgovini Spar Krško Videm iščemo:   Prevzemnika blaga (m/ž).  Opis del in nalog: - sprejem blaga v skladišče - dostava blaga v skladiščne prostore trgovine - vnos vseh dobavnic v računalnik  - javljanje morebitnih napak pri dobavah in ...,17.02.2021,Posavska,deloglasnik.si
241,Mesar - prodajalec (m/ž) Krško,7.3.2021,Krško,Spar Slovenija d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-krsko-755295-755295/,/,18.2.2021,Posavska,optius.com
242,"SKLADIŠČNIK, VILIČARIST - M/Ž",23. 02. 2021,CELJE,"T-METAL, trgovina in storitve d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2655521&RECENCY=TODAY&STATE=Podravska,"IŠČEMO VILIČARISTA ZA DELO V SKLADIŠČU Z JEKLENIMI PROIZVODI (PLOČEVINE, PROFILI). DELO V MLADEM KOLEKTIVU V SKLADIŠČU V MARIBORU. ",18.02.2021,Podravska,iskanjedela.si
243,Vzdrževalec (m/ž),/,Ravne na Koroškem,SIJ RAVNE SYSTEMS d.o.o.,https://www.mojedelo.com/vzdrzevalec-mz/d-515346,"Kandidat mora izpolnjevati naslednje pogoje: srednješolska strojna/ali druge ustrezne tehnične smeri, ali srednja poklicna strojne/kovinarske ali druge ustrezne tehnične smeri; vsaj 1 leto izkušenj na enakem ali podobnem delu/ področju dela,...",4.2.2021,Koroška,mojedelo.com
244,Operater v proizvodnji m/ž,28.2.2021,Maribor,Kariera d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/operater-v-proizvodnji-mz-754697-754697/,/,12.2.2021,Podravska,optius.com
245,Skrbnica / skrbnik strankam,/,Škofja Loka,"Atama agencija za zaposlovanje, d.o.o.",https://www.mojedelo.com/skrbnica-skrbnik-strankam/d-516115,"Naš naročnik, podjetje Prizma IP, invalidsko podjetje d.o.o., nudi celovite rešitve pri podpori poslovanja večjim podjetjem. Zaradi širitve v svoj kolektiv vabijo sodelavko/ca, ki bo skrbel/a za podporo obstoječim strankam njihovih naročnikov, bo ...",11.2.2021,Gorenjska,mojedelo.com
246,POMOČNIK PRI MONTAŽI POHIŠTVA - MIZAR - M/Ž,23. 02. 2021,SLOVENSKE KONJICE,MIZARSKA DELA MIRAN KROPF s.p.,https://www.iskanjedela.si/search-jobs?jobId=2655664&RECENCY=TODAY&STATE=Savinjska,VSA MIZARSKA DELA IN MONTIRANJE NA TERENU ,18.02.2021,Savinjska,iskanjedela.si
247,KAMNOSEK - M/Ž,12. 02. 2021,ŠKOFJA LOKA,"KAMNOSEŠTVO ŠUBIC, trgovina in ostale storitve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2651575&RECENCY=3DAYSAGO&STATE=Gorenjska,"DELO NA CNC STROJU ZA OBDELAVO NARAVNEGA KAMNA, BRUŠENJE IN POLIRANJE ",04.02.2021,Gorenjska,iskanjedela.si
248,Komercialist m/ž,5.3.2021,Vojnik,"Trgotur, d.o.o.",https://www.optius.com/iskalci/prosta-delovna-mesta/komercialist-mz-754291-754291/,"Smo zunanja kadrovska služba za številna podjetja. Osnovna dejavnost podjetja ŠEŠKO d.o.o. je razvoj, proizvodnja, prodaja in montaža vlečnih naprav za osebna in lažja tovorna vozila, prav tako pa se ukvarjamo z laserskim razrezom pločevine in las...",10.2.2021,Savinjska,optius.com
249,"SREDNJA MEDICINSKA SESTRA V INTENZIVNI TERAPIJI I, II E035013, KIRURŠKA KLINIKA, KLINIČNI ODDELEK ZA MAKSILOFACIALNO IN ORALNO KIRURGIJO - M/Ž",29. 01. 2021,LJUBLJANA,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,https://www.iskanjedela.si/search-jobs?jobId=2648232&STATE=Osrednjeslovenska,"IZVAJANJE PROCESA ZDRAVSTVENE NEGE PACIENTOV V INTENZIVNI TERAPIJI I,II, V PROSTORIH/ENOTAH, POSEBEJ OPREMLJENIH ZA OPAZOVANJE, MERJENJE, NADZOROVANJE IN VZDRŽEVANJE ŽIVLJENJSKIH FUNKCIJ TER SODELOVANJE V PROCESU ZDRAVLJENJA V OKVIRU ZDRAVSTVENEGA...",26.01.2021,Osrednjeslovenska,iskanjedela.si
250,Aplikativni inženir m/ž,21.2.2021,Ljubljana,JKPS d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/aplikativni-inzenir-mz-752313-752313/,"Naš naročnik je podjetje, ki v svetovnem merilu sodi med vodilne ponudnike prvovrstnega pohištva, najsodobnejše tehnologije in vrhunskih gospodinjskih aparatov. V svojo ekipo vabijo novega sodelavca - Aplikativnega inženirja.",22.1.2021,Osrednjeslovenska,optius.com
251,Fasader (m/ž),28.02.2021,Ptuj,"Zaključna gradbena dela, Branko Novak s.p.",https://www.deloglasnik.si/Zaposlitev/279186/Fasader-mz/,  Vsa fasaderska dela.,29.01.2021,Podravska,deloglasnik.si
252,KONTROLOR V PLINSKI TEHNIKI - M/Ž,09. 02. 2021,MARIBOR,"LABORATORIJSKI SISTEMI, DRUŽBA ZA TEHNIČNO PREIZKUŠANJE, ANALIZO, TRGOVINO IN STORITVE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648284&STATE=Podravska,"PRIPRAVA PLINOMEROV NA OVERJANJE. PO OPRAVLJENEM USPOSABLJANJU KONTROLA PLINOVODA PEŠ, KONTROLA PLINOVODA Z VOZILOM, OVERJANJE PLINOMEROV, ZAMENJAVA PLINOMEROV, KONTROLA V PLINSKI TEHNIKI. ",26.01.2021,Podravska,iskanjedela.si
253,"ZDRAVNIK SPECIALIST MEDICINE DELA, PROMETA IN ŠPORTA - M/Ž",20. 03. 2021,TRŽIČ,"OZG; OZG, OE ZD Tržič",https://www.iskanjedela.si/search-jobs?jobId=2489189&RECENCY=TODAY&STATE=Gorenjska,"DELO ZDRAVNIKA SPECIALISTA MEDICINE DELA, PROMETA IN ŠPORTA V ZDRAVSTVENEM DOMU TRŽIČ. ",18.02.2021,Gorenjska,iskanjedela.si
254,Razvojni inženir za elektroniko (m/ž),3.3.2021,Komenda,RLS d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/razvojni-inzenir-za-elektroniko-mz-754491-754491/,"Najzaposlovalec 2017 in 2018, najizvoznik 2016, gazela 2015 so priznanja, ki podjetje RLS d.o.o. uvrščajo v sam vrh slovenskega gospodarstva.V podjetju RLS že 30 let razvijamo, izdelujemo in tržimo magnetne senzorje pomika in zasuka. Naše izdelke ...",11.2.2021,Gorenjska,optius.com
255,CNC Operater (m/ž),25.02.2021,Postojna,Orodjarstvo Požar d.o.o.,https://www.deloglasnik.si/Zaposlitev/278997/CNC-Operater-mz/,  Objavljamo prosto delovno mesto operaterja/ko na CNC obdelovalnih centrih.,26.01.2021,Primorsko-notranjska,deloglasnik.si
256,Izkušen CNC operater /programer na rezkalnem stroju - m/ž,/,Slovenska Bistrica,HTS IC d.o.o.,https://www.mojedelo.com/izkusen-cnc-operater-programer-na-rezkalnem-stroju-mz/d-516575,"Delovne naloge: samostojno delo na CNC rezkalnem stroju (krmilnik Fanuc) – 3 osni stroj, programiranje obdelave za CNC stroje (SolidCAM)..",16.2.2021,Podravska,mojedelo.com
